model_label,population,layer,normalized_depth,endpoint,examples,seeds,mean_effect,bootstrap_95ci_low,bootstrap_95ci_high,exact_seed_signflip_p_two_sided,seed_effect_min,seed_effect_max,holm_p_within_model_population_endpoint,significant_holm_0_05
Gemma4-E4B,all,0,0.0,absolute_error_specificity,90,10,-0.01111111111111111,-0.04444444444444444,0.02222222222222222,1.0,-0.1111111111111111,0.1111111111111111,1.0,False
Gemma4-E4B,all,0,0.0,accuracy_damage_specificity,90,10,0.01111111111111111,0.0,0.03333333333333333,1.0,0.0,0.1111111111111111,1.0,False
Gemma4-E4B,all,4,0.0975609756097561,absolute_error_specificity,90,10,0.01111111111111111,0.0,0.03333333333333333,1.0,0.0,0.1111111111111111,1.0,False
Gemma4-E4B,all,4,0.0975609756097561,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,8,0.1951219512195122,absolute_error_specificity,90,10,-0.02222222222222222,-0.05555555555555556,0.0,0.5,-0.1111111111111111,0.0,1.0,False
Gemma4-E4B,all,8,0.1951219512195122,accuracy_damage_specificity,90,10,-0.01111111111111111,-0.03333333333333333,0.0,1.0,-0.1111111111111111,0.0,1.0,False
Gemma4-E4B,all,9,0.2195121951219512,absolute_error_specificity,90,10,-0.01111111111111111,-0.03333333333333333,0.0,1.0,-0.1111111111111111,0.0,1.0,False
Gemma4-E4B,all,9,0.2195121951219512,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,12,0.2926829268292683,absolute_error_specificity,90,10,0.01111111111111111,0.0,0.03333333333333333,1.0,0.0,0.1111111111111111,1.0,False
Gemma4-E4B,all,12,0.2926829268292683,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,16,0.3902439024390244,absolute_error_specificity,90,10,0.01111111111111111,-0.02222222222222222,0.04444444444444444,1.0,-0.1111111111111111,0.1111111111111111,1.0,False
Gemma4-E4B,all,16,0.3902439024390244,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,20,0.4878048780487805,absolute_error_specificity,90,10,0.06666666666666667,0.01111111111111111,0.12222222222222223,0.125,0.0,0.2222222222222222,1.0,False
Gemma4-E4B,all,20,0.4878048780487805,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,24,0.5853658536585366,absolute_error_specificity,90,10,0.11111111111111112,0.01111111111111111,0.23333333333333334,0.125,0.0,0.5555555555555556,1.0,False
Gemma4-E4B,all,24,0.5853658536585366,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,all,28,0.6829268292682927,absolute_error_specificity,90,10,0.8111111111111111,0.7444444444444445,0.8888888888888887,0.001953125,0.6666666666666666,1.0,0.025390625,True
Gemma4-E4B,all,28,0.6829268292682927,accuracy_damage_specificity,90,10,0.06666666666666668,0.02222222222222222,0.11111111111111112,0.0625,0.0,0.2222222222222222,0.625,False
Gemma4-E4B,all,32,0.7804878048780488,absolute_error_specificity,90,10,1.2222222222222223,1.0444444444444443,1.411111111111111,0.001953125,0.6666666666666666,1.7777777777777777,0.025390625,True
Gemma4-E4B,all,32,0.7804878048780488,accuracy_damage_specificity,90,10,0.13333333333333336,0.06666666666666668,0.2111111111111111,0.0078125,0.0,0.4444444444444444,0.09375,False
Gemma4-E4B,all,36,0.8780487804878049,absolute_error_specificity,90,10,1.1888888888888887,0.9444444444444444,1.4,0.001953125,0.3333333333333333,1.7777777777777777,0.025390625,True
Gemma4-E4B,all,36,0.8780487804878049,accuracy_damage_specificity,90,10,0.2,0.1222222222222222,0.3,0.00390625,0.0,0.5555555555555556,0.05078125,False
Gemma4-E4B,all,40,0.975609756097561,absolute_error_specificity,90,10,1.0333333333333332,0.8444444444444444,1.1777777777777778,0.001953125,0.3333333333333333,1.3333333333333333,0.025390625,True
Gemma4-E4B,all,40,0.975609756097561,accuracy_damage_specificity,90,10,0.08888888888888888,-0.044444444444444446,0.2111111111111111,0.2890625,-0.3333333333333333,0.3333333333333333,1.0,False
Gemma4-E4B,all,41,1.0,absolute_error_specificity,90,10,1.1333333333333333,0.8555555555555555,1.3777777777777778,0.001953125,0.2222222222222222,1.6666666666666667,0.025390625,True
Gemma4-E4B,all,41,1.0,accuracy_damage_specificity,90,10,0.08888888888888888,0.02222222222222222,0.14444444444444446,0.0546875,-0.1111111111111111,0.2222222222222222,0.6015625,False
Qwen3-8B,all,0,0.0,absolute_error_specificity,90,10,0.03333333333333333,0.0,0.07777777777777779,0.5,0.0,0.2222222222222222,1.0,False
Qwen3-8B,all,0,0.0,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,all,4,0.1142857142857142,absolute_error_specificity,90,10,0.01111111111111111,-0.06666666666666667,0.1,1.0,-0.2222222222222222,0.3333333333333333,1.0,False
Qwen3-8B,all,4,0.1142857142857142,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,all,8,0.2285714285714285,absolute_error_specificity,90,10,-0.02222222222222222,-0.05555555555555556,0.0,0.5,-0.1111111111111111,0.0,1.0,False
Qwen3-8B,all,8,0.2285714285714285,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,all,12,0.3428571428571428,absolute_error_specificity,90,10,0.0,-0.03333333333333333,0.03333333333333333,1.0,-0.1111111111111111,0.1111111111111111,1.0,False
Qwen3-8B,all,12,0.3428571428571428,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,all,16,0.4571428571428571,absolute_error_specificity,90,10,-0.04444444444444444,-0.11111111111111112,0.0,0.5,-0.2222222222222222,0.0,1.0,False
Qwen3-8B,all,16,0.4571428571428571,accuracy_damage_specificity,90,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Qwen3-8B,all,20,0.5714285714285714,absolute_error_specificity,90,10,0.11111111111111112,0.01111111111111111,0.2111111111111111,0.1015625,-0.1111111111111111,0.3333333333333333,0.609375,False
Qwen3-8B,all,20,0.5714285714285714,accuracy_damage_specificity,90,10,-0.01111111111111111,-0.04444444444444444,0.02222222222222222,1.0,-0.1111111111111111,0.1111111111111111,1.0,False
Qwen3-8B,all,24,0.6857142857142857,absolute_error_specificity,90,10,0.7333333333333334,0.5444444444444445,0.9333333333333332,0.001953125,0.2222222222222222,1.2222222222222223,0.01953125,True
Qwen3-8B,all,24,0.6857142857142857,accuracy_damage_specificity,90,10,0.17777777777777776,0.11111111111111112,0.25555555555555554,0.00390625,0.0,0.4444444444444444,0.0390625,True
Qwen3-8B,all,28,0.8,absolute_error_specificity,90,10,0.8777777777777777,0.5555555555555556,1.2444444444444442,0.001953125,0.1111111111111111,2.111111111111111,0.01953125,True
Qwen3-8B,all,28,0.8,accuracy_damage_specificity,90,10,0.06666666666666668,0.0,0.13333333333333336,0.15625,-0.1111111111111111,0.2222222222222222,1.0,False
Qwen3-8B,all,32,0.9142857142857144,absolute_error_specificity,90,10,0.7888888888888888,0.5111111111111111,1.088888888888889,0.001953125,0.1111111111111111,1.6666666666666667,0.01953125,True
Qwen3-8B,all,32,0.9142857142857144,accuracy_damage_specificity,90,10,-0.02222222222222222,-0.06666666666666668,0.03333333333333333,0.6875,-0.1111111111111111,0.1111111111111111,1.0,False
Qwen3-8B,all,35,1.0,absolute_error_specificity,90,10,0.7,0.4,1.0111111111111113,0.00390625,-0.1111111111111111,1.6666666666666667,0.02734375,True
Qwen3-8B,all,35,1.0,accuracy_damage_specificity,90,10,0.1,0.06666666666666667,0.13333333333333336,0.0078125,0.0,0.2222222222222222,0.0703125,False
Gemma4-E4B,clean_correct,0,0.0,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,0,0.0,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,4,0.0975609756097561,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,4,0.0975609756097561,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,8,0.1951219512195122,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,8,0.1951219512195122,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,9,0.2195121951219512,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,9,0.2195121951219512,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,12,0.2926829268292683,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,12,0.2926829268292683,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,16,0.3902439024390244,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,16,0.3902439024390244,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,20,0.4878048780487805,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,20,0.4878048780487805,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,24,0.5853658536585366,absolute_error_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,24,0.5853658536585366,accuracy_damage_specificity,26,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
Gemma4-E4B,clean_correct,28,0.6829268292682927,absolute_error_specificity,26,10,0.19166666666666665,0.06666666666666667,0.3166666666666667,0.0625,0.0,0.5,0.625,False
Gemma4-E4B,clean_correct,28,0.6829268292682927,accuracy_damage_specificity,26,10,0.19166666666666665,0.06666666666666667,0.325,0.0625,0.0,0.5,0.6875,False
Gemma4-E4B,clean_correct,32,0.7804878048780488,absolute_error_specificity,26,10,0.6583333333333333,0.55,0.7833333333333333,0.001953125,0.5,1.0,0.025390625,True
Gemma4-E4B,clean_correct,32,0.7804878048780488,accuracy_damage_specificity,26,10,0.5416666666666666,0.4333333333333334,0.6666666666666666,0.001953125,0.3333333333333333,1.0,0.025390625,True
Gemma4-E4B,clean_correct,36,0.8780487804878049,absolute_error_specificity,26,10,0.9833333333333332,0.8,1.1833333333333331,0.001953125,0.5,1.5,0.025390625,True
Gemma4-E4B,clean_correct,36,0.8780487804878049,accuracy_damage_specificity,26,10,0.5666666666666667,0.41666666666666663,0.7333333333333333,0.001953125,0.25,1.0,0.025390625,True
Gemma4-E4B,clean_correct,40,0.975609756097561,absolute_error_specificity,26,10,0.30000000000000004,0.016666666666666673,0.55,0.0859375,-0.5,1.0,0.7734375,False
