model_label,family,bank_size,metric,is_primary_endpoint,harmful_direction,seed_clusters,effect,ci95_low,ci95_high,sign_flip_p,sign_flip_method,sign_flip_assignments,positive_seed_fraction,nonnegative_seed_fraction,bootstrap_repetitions,holm_p_within_model
Gemma4-E4B,answer_prompt_aggregation,1,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,1,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,1,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,2,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,2,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,2,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,4,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,4,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,4,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,8,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,8,clean_correct_to_wrong,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,8,absolute_error,False,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
Gemma4-E4B,answer_prompt_aggregation,16,all_absolute_shift,True,positive,21,0.0,0.0,0.0,1.0,deterministic_monte_carlo,1000000,0.0,1.0,10000,1.0
